code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
300174,元力股份,化工原料,福建,21.48,2.21,2.45,152125.77,49169.76,33551.2,14407.8,0.59,0.293,2.58,4.88,20110201,21931.09,0.9,140.29,136.81,24.15,7.78,3613.0
300175,朗源股份,食品,山东,26.89,4.62,4.71,94860.21,46169.37,31948.38,7406.47,0.16,0.097,1.6,2.17,20110215,35311.18,0.75,-18.98,-10.95,12.98,18.94,29230.0
300176,鸿特科技,汽车配件,广东,16.9,3.73,3.87,291305.34,144799.44,104445.06,22275.56,0.58,0.987,3.54,9.42,20110215,89842.65,2.32,133.86,732.4,70.03,18.31,7780.0
300177,中海达,通信设备,广东,45.72,3.14,4.47,262823.22,165767.8,17957.7,89185.45,2.0,0.166,3.98,2.54,20110215,44712.46,1.0,29.81,84.47,50.58,8.89,44668.0
300178,腾邦国际,旅游服务,深圳,13.17,5.85,6.17,854586.69,584306.56,43219.85,110624.02,1.79,0.368,4.65,2.08,20110215,109936.92,1.78,81.94,39.73,19.39,8.89,32560.0
300179,四方达,矿物制品,河南,25.6,3.26,5.0,108365.95,68838.13,19277.42,12029.6,0.24,0.112,1.65,2.3,20110215,24626.15,0.49,16.48,-13.97,48.57,20.63,30257.0
300180,华峰超纤,化纤,上海,27.67,6.84,11.36,711089.38,187400.69,265298.69,281965.66,2.48,0.183,4.44,2.28,20110222,99659.61,0.88,53.6,140.73,29.5,13.52,7217.0
300181,佐力药业,中成药,浙江,66.07,4.67,6.09,221236.47,80642.42,59186.5,41197.68,0.68,0.042,2.25,1.65,20110222,28708.85,0.47,-11.76,-49.58,63.97,4.86,44864.0
300182,捷成股份,软件服务,北京,10.61,17.95,25.75,1626577.75,754501.63,11000.32,448104.19,1.74,0.222,3.99,1.18,20110222,316611.31,1.23,25.08,9.46,38.2,25.11,30000.0
300183,东软载波,软件服务,山东,31.94,2.64,4.7,304955.88,228110.95,23776.24,107862.17,2.29,0.249,5.73,1.85,20110222,108558.27,2.31,2.31,-36.82,48.79,18.78,28897.0
300184,力源信息,元器件,湖北,12.45,3.1,6.59,673689.94,404024.31,22003.13,309414.47,4.69,0.466,6.86,1.13,20110222,73876.5,1.12,37.89,14.78,7.39,3.73,29822.0
300185,通裕重工,工程机械,山东,23.59,27.41,32.68,1017669.81,500853.94,380015.75,115329.77,0.35,0.033,1.55,1.02,20110308,52515.55,0.16,24.45,10.54,22.43,6.31,131490.0
300187,永清环保,环境保护,湖南,124.11,5.96,6.48,343968.31,177286.72,48518.44,39452.03,0.61,0.031,2.51,2.02,20110308,54014.45,0.83,-13.67,-76.24,19.89,2.64,24576.0
300188,美亚柏科,软件服务,福建,166.87,4.91,7.95,286103.0,146698.38,26503.65,57520.46,0.72,0.06,2.96,4.48,20110316,74576.45,0.94,22.15,-27.97,59.1,6.55,38661.0
300189,神农基因,种植业,海南,58.25,8.83,10.24,150876.31,49946.45,20370.42,25381.32,0.25,0.033,1.39,1.86,20110316,12370.82,0.12,-86.62,370.57,18.78,24.3,53003.0
300190,维尔利,环境保护,江苏,18.14,7.45,8.14,657121.63,341243.72,57386.8,227313.66,2.79,0.194,4.5,1.04,20110316,57692.3,0.71,55.59,41.42,31.65,12.05,19469.0
300191,潜能恒信,石油开采,北京,358.63,2.07,3.2,129574.92,78685.38,17476.78,54950.8,1.72,0.033,3.64,4.38,20110316,21913.76,0.68,84.08,152.62,36.52,11.98,18404.0
300192,科斯伍德,染料涂料,江苏,14.84,1.72,2.43,163587.88,62893.3,27007.71,20063.38,0.83,0.298,2.79,3.17,20110322,20338.74,0.84,113.89,657.33,35.44,15.33,11171.0
300193,佳士科技,专用机械,深圳,19.58,4.58,5.07,274718.91,231890.09,34374.65,127754.02,2.52,0.17,4.65,1.43,20110322,49179.21,0.97,12.49,20.68,33.02,19.14,35505.0
300194,福安药业,化学制药,重庆,12.74,5.98,11.9,485808.91,165428.44,95378.55,223090.27,1.88,0.192,3.6,0.91,20110322,80222.71,0.67,38.46,-3.5,62.57,11.16,24936.0
300195,长荣股份,轻工机械,天津,21.08,3.03,4.33,544243.06,258325.34,64993.05,280557.69,6.47,0.279,8.28,0.95,20110329,39056.35,0.9,19.41,0.38,43.75,12.48,17938.0
300196,长海股份,玻璃,江苏,12.37,2.61,4.24,325723.5,156135.56,140682.77,97265.93,2.29,0.458,5.76,1.31,20110329,106482.95,2.51,5.03,18.37,26.08,12.31,8806.0
300197,铁汉生态,环境保护,深圳,15.9,14.69,22.79,2352757.5,1230759.63,74394.82,163944.2,0.72,0.17,2.82,1.9,20110329,229378.25,1.01,76.68,42.93,26.19,7.79,49131.0
300198,纳川股份,塑料,福建,377.9,7.49,10.32,319538.28,150492.0,35067.1,6173.91,0.06,0.006,1.52,1.84,20110407,43350.12,0.42,0.44,-83.74,17.71,0.63,47460.0
300199,翰宇药业,化学制药,深圳,23.24,5.53,9.28,585226.38,292894.19,75997.07,178870.31,1.93,0.316,4.33,2.26,20110407,129781.57,1.4,26.67,25.27,86.13,32.44,25135.0
300200,高盟新材,化工原料,北京,20.14,2.03,2.61,171588.5,73252.72,25246.76,104295.36,4.0,0.256,5.64,1.22,20110407,13324.05,0.51,30.79,39.07,29.55,8.68,13530.0
300201,海伦哲,专用机械,江苏,94.17,8.74,10.25,285853.72,180196.19,42214.4,12488.25,0.12,0.021,1.43,2.77,20110407,35427.3,0.35,11.64,-23.69,24.31,3.34,38808.0
300202,聚龙股份,专用机械,辽宁,107.2,4.07,5.5,248957.2,177683.92,30453.4,13618.7,0.25,0.03,3.18,2.01,20110415,93201.22,1.7,47.79,2.53,31.65,4.98,12213.0
300203,聚光科技,环境保护,浙江,29.47,4.52,4.53,686034.88,447670.84,43695.12,94889.78,2.1,0.373,7.13,3.09,20110415,167478.81,3.7,36.3,66.42,50.43,12.52,17398.0
300204,舒泰神,生物制药,北京,25.62,4.67,4.77,274899.94,165568.42,23659.06,52637.3,1.1,0.203,4.93,2.11,20110415,87570.18,1.84,-37.3,-32.11,91.65,21.78,17785.0
300205,天喻信息,元器件,湖北,31.33,4.26,4.3,224982.3,174022.56,18586.27,41040.93,0.95,0.177,2.95,2.51,20110421,26950.56,0.63,11.93,130.31,25.18,4.68,24253.0
300206,理邦仪器,医疗保健,深圳,27.57,3.44,5.85,143080.38,78265.65,44778.15,41043.0,0.7,0.152,2.13,2.62,20110421,20305.39,0.35,15.54,31.8,54.7,12.19,17881.0
300207,欣旺达,元器件,深圳,22.19,11.31,15.49,1823141.25,1292854.63,237288.95,177287.38,1.14,0.3,3.26,2.52,20110421,158850.19,1.03,45.03,41.88,12.92,3.27,39946.0
300208,恒顺众昇,电气设备,山东,11.46,6.07,7.66,506458.41,392508.59,14958.15,21028.17,0.27,0.247,2.71,2.09,20110426,110086.71,1.44,4.52,-24.53,36.82,22.12,30899.0
300209,天泽信息,软件服务,江苏,0.0,2.64,2.91,258088.34,135475.56,10913.5,146520.63,5.04,-0.07400000000000001,6.67,1.65,20110426,25617.97,0.88,-4.93,-129.54,27.03,-4.05,22062.0
300210,森远股份,专用机械,辽宁,31.26,4.0,4.84,221311.84,123442.32,29838.02,19352.76,0.4,0.057,2.72,1.31,20110426,59026.71,1.22,6.61,6.03,38.66,12.59,11715.0
300211,亿通科技,通信设备,江苏,340.3,1.86,3.03,54959.7,34546.1,13806.79,3736.85,0.12,0.009000000000000001,1.61,2.63,20110505,12801.45,0.42,-16.36,-25.6,21.39,2.87,11182.0
300212,易华录,软件服务,北京,62.3,4.24,4.51,948379.31,677018.13,35458.28,156640.77,3.48,0.245,6.13,3.33,20110505,76596.5,1.7,12.88,30.56,34.05,5.78,22522.0
300213,佳讯飞鸿,通信设备,北京,30.72,3.86,5.95,306078.5,202865.06,15874.34,76249.31,1.28,0.084,3.17,1.62,20110505,49688.92,0.84,44.21,51.28,35.59,10.22,31043.0
300214,日科化学,化工原料,山东,16.97,3.09,4.26,173832.61,103112.36,38729.51,58290.31,1.37,0.202,3.78,1.21,20110511,53809.26,1.26,-33.64,11.05,13.37,8.36,19640.0
300215,电科院,电气设备,江苏,31.83,6.08,7.58,367165.56,63093.11,206483.27,72307.56,0.95,0.121,2.63,1.95,20110511,44125.37,0.58,11.41,2.87,49.81,17.71,38175.0
300216,千山药机,医疗保健,湖南,0.0,2.82,3.61,445038.25,294430.53,57429.88,22469.84,0.62,-0.5760000000000001,1.28,3.68,20110511,-19302.05,-0.53,-32.99,-70.03,26.98,-169.39,52317.0
300217,东方电热,电器仪表,江苏,16.43,8.86,12.73,359019.31,249038.05,59800.08,4161.02,0.03,0.104,1.57,1.45,20110518,61687.61,0.48,50.65,110.49,20.87,7.3,39477.0
300218,安利股份,塑料,安徽,289.05,2.16,2.17,200377.61,87288.18,102632.93,36064.51,1.66,0.015,4.5,1.29,20110518,31891.85,1.47,12.89,214.58,17.92,0.26,11540.0
300219,鸿利智汇,元器件,广东,11.81,5.44,7.13,492884.09,204427.06,105559.57,109348.63,1.53,0.495,4.15,1.88,20110518,113232.42,1.59,13.89,35.84,23.69,12.0,21293.0
300220,金运激光,元器件,湖北,93.63,1.25,1.26,37992.51,23406.32,7859.36,8522.28,0.68,0.077,2.01,4.81,20110525,3174.92,0.25,4.32,-30.92,31.35,6.48,13773.0
300221,银禧科技,塑料,广东,33.15,4.23,5.05,334828.78,169311.52,65332.38,119720.3,2.37,0.08199999999999999,4.38,1.24,20110525,47499.64,0.94,6.24,-59.53,17.42,3.43,23997.0
300222,科大智能,电气设备,上海,44.53,3.42,7.3,690611.75,391283.81,40275.67,273129.13,3.74,0.158,5.67,2.49,20110525,86517.53,1.19,35.23,15.22,35.82,9.27,41163.0
300223,北京君正,半导体,北京,128.6,1.2,2.01,118718.88,87418.65,3670.96,73069.92,3.64,0.104,5.72,3.11,20110531,18306.86,0.91,30.37,202.25,40.56,12.96,25760.0
300224,正海磁材,元器件,山东,63.71,7.36,8.2,386048.97,283356.59,54933.5,123866.88,1.51,0.07,3.4,1.75,20110531,60990.6,0.74,56.16,1543.8,19.45,4.94,42495.0
300225,金力泰,染料涂料,上海,196.98,4.69,4.7,117900.82,77236.09,27929.0,2514.41,0.05,0.011,1.9,2.37,20110531,31877.63,0.68,-1.98,-79.26,18.66,1.49,24389.0
300226,上海钢联,互联网,上海,58.15,1.52,1.59,1129484.5,1090723.63,19185.78,74114.61,4.65,0.608,5.9,7.98,20110608,1793.46,0.11,39.51,185.25,0.72,0.13,13381.0
300227,光韵达,元器件,深圳,44.44,1.52,2.22,111253.77,45048.6,39247.55,27241.63,1.22,0.113,3.24,3.09,20110608,22030.4,0.99,39.78,77.4,42.17,9.72,24800.0
300228,富瑞特装,化工机械,江苏,0.0,4.06,4.74,435450.06,272714.34,106581.07,92040.06,1.94,-0.058,3.76,1.13,20110608,32990.98,0.7,-32.68,-162.69,27.59,-5.05,40029.0
300229,拓尔思,软件服务,北京,61.9,4.66,4.69,247192.52,131178.02,15738.95,60193.3,1.28,0.095,3.89,2.02,20110615,69225.18,1.47,1.2,-28.12,61.51,8.32,39767.0
300230,永利股份,塑料,上海,10.05,5.4,8.16,442345.06,227011.09,60927.45,123334.32,1.51,0.265,3.53,1.51,20110615,80937.63,0.99,16.4,46.41,29.0,13.52,22656.0
300231,银信科技,软件服务,北京,21.5,3.38,4.42,184299.55,135977.95,13547.62,62070.6,1.4,0.15,3.03,2.13,20110615,22421.3,0.51,44.55,6.44,27.94,11.32,43030.0
300232,洲明科技,半导体,深圳,15.99,4.52,7.61,552339.19,342444.5,79599.93,49161.75,0.65,0.264,2.64,3.2,20110622,82805.2,1.09,66.8,47.53,30.64,9.88,13645.0
300233,金城医药,化学制药,山东,17.32,3.55,3.93,498261.75,172182.17,119365.32,257140.16,6.54,0.387,10.02,1.34,20110622,90425.75,2.3,24.65,21.61,43.0,10.07,12511.0
300234,开尔新材,陶瓷,浙江,0.0,1.52,2.9,119818.47,61604.35,24535.1,41463.17,1.43,-0.006999999999999999,3.43,1.69,20110622,25136.23,0.87,-46.0,-207.69,26.55,-1.72,15184.0
300235,方直科技,软件服务,深圳,50.04,1.06,1.68,63745.8,45628.18,9410.76,28174.75,1.68,0.125,3.59,2.32,20110629,13247.86,0.79,16.18,78.09,61.88,22.51,14811.0
300236,上海新阳,半导体,上海,0.0,1.9,1.94,145687.77,82974.67,19397.95,79936.46,4.13,-0.097,6.51,2.72,20110629,22656.6,1.17,8.5,-154.07,35.48,-7.46,28223.0
300237,美晨生态,建筑施工,山东,12.98,11.67,14.53,865547.81,661253.63,31693.1,29270.5,0.2,0.213,2.37,2.33,20110629,164188.25,1.13,19.82,30.74,32.74,17.29,10203.0
300238,冠昊生物,医疗保健,广东,71.23,2.46,2.65,168499.22,42999.46,20375.6,57277.88,2.16,0.095,4.24,2.13,20110706,26266.53,0.99,-4.25,6.25,73.6,8.24,24383.0
300239,东宝生物,生物制药,内蒙,50.6,4.45,4.64,107461.02,39502.6,48144.42,15796.55,0.34,0.036000000000000004,1.58,2.32,20110706,9396.12,0.2,41.9,38.21,20.9,7.29,20672.0
300240,飞力达,仓储物流,江苏,47.78,3.65,3.66,230013.22,140549.02,32545.9,19821.82,0.54,0.107,2.99,2.28,20110706,50077.43,1.37,7.73,-39.3,10.97,1.66,20178.0
300241,瑞丰光电,半导体,深圳,19.49,3.82,5.53,234220.77,128752.22,45529.18,39873.44,0.72,0.13,2.32,2.08,20110712,39639.84,0.72,-6.43,54.46,18.04,9.31,11519.0
300242,佳云科技,互联网,广东,23.34,5.08,6.35,330762.94,164064.88,819.47,125555.77,1.98,0.077,3.67,0.98,20110712,45015.65,0.71,72.5,-53.45,7.09,2.19,33590.0
300243,瑞丰高材,化工原料,山东,14.71,1.68,2.11,103686.78,69942.18,22207.5,6432.75,0.3,0.39,2.87,2.62,20110712,30399.9,1.44,33.51,254.76,23.18,7.45,9148.0
300244,迪安诊断,医疗保健,浙江,22.87,3.57,5.51,919192.31,477844.69,81909.97,68650.67,1.25,0.53,4.64,3.48,20110719,127666.31,2.32,32.93,16.84,33.58,5.98,36781.0
300245,天玑科技,软件服务,上海,40.48,2.17,3.13,146740.94,110101.1,27945.27,67194.61,2.14,0.16,4.43,1.94,20110719,35577.94,1.14,-4.7,-3.54,33.51,19.69,27617.0
300246,宝莱特,医疗保健,广东,23.36,1.08,1.46,86278.24,50346.95,9335.21,8212.57,0.56,0.233,3.64,2.99,20110719,27645.8,1.89,20.73,-11.07,37.48,8.76,19805.0
300247,乐金健康,医疗保健,安徽,45.5,5.85,8.05,294607.94,115952.11,32401.59,134734.22,1.67,0.057,3.06,1.12,20110729,31746.05,0.39,-4.43,-9.36,26.19,6.29,51860.0
300248,新开普,软件服务,河南,89.15,3.17,4.81,187873.67,107367.27,14173.15,47593.75,0.99,0.04,2.83,1.69,20110729,36524.15,0.76,9.38,-58.16,55.13,4.15,24589.0
300249,依米康,软件服务,四川,32.59,3.04,4.46,301118.28,228643.05,22125.67,10757.5,0.24,0.135,1.81,3.23,20110803,28270.89,0.63,59.65,65.84,27.81,6.32,14095.0
300250,初灵信息,软件服务,浙江,31.67,1.39,2.3,175505.34,69445.05,1394.39,101737.31,4.43,0.257,6.96,1.56,20110803,31606.46,1.38,12.81,12.09,60.95,21.29,16000.0
300251,光线传媒,影视音像,北京,6.45,27.52,29.34,1193012.63,540852.81,3835.4,251532.63,0.86,0.779,3.32,2.02,20110803,409937.72,1.4,-17.05,263.7,40.34,177.83,80451.0
300252,金信诺,电气设备,深圳,25.94,3.91,5.78,594326.38,372313.34,40186.28,113875.6,1.97,0.158,4.04,2.03,20110818,59868.05,1.04,28.46,-18.65,25.24,6.66,27690.0
300253,卫宁健康,软件服务,上海,86.97,11.91,16.16,377772.13,168116.56,36705.8,43017.73,0.27,0.073,1.75,7.31,20110818,79972.95,0.49,30.11,33.22,49.93,21.71,62354.0
300254,仟源医药,化学制药,山西,46.12,1.62,2.08,148312.3,58339.61,31876.95,42579.93,2.04,0.105,3.91,1.65,20110819,16394.4,0.79,22.91,-8.9,75.94,2.66,14693.0
300255,常山药业,生物制药,河北,18.29,6.46,9.35,383094.59,264151.25,61751.48,53360.75,0.57,0.113,2.59,1.6,20110819,91427.13,0.98,39.0,26.95,69.71,14.84,38404.0
300256,星星科技,元器件,浙江,35.18,7.75,9.67,912086.38,448576.06,220765.7,225980.95,2.34,0.043,3.52,0.86,20110819,19801.25,0.2,-11.69,35.9,15.99,1.72,43839.0
300257,开山股份,机械基件,浙江,63.8,8.18,8.58,732771.81,300851.5,83943.95,150566.11,1.75,0.105,4.04,2.22,20110819,88293.77,1.03,16.45,40.3,25.68,4.67,12127.0
300258,精锻科技,汽车配件,江苏,14.97,3.76,4.05,267411.69,91546.03,117093.47,35061.7,0.87,0.5660000000000001,4.56,2.48,20110826,99730.35,2.46,19.04,25.67,39.51,24.07,10685.0
300259,新天科技,电器仪表,河南,19.83,7.24,11.76,231550.66,159843.02,33240.67,4747.72,0.04,0.092,1.62,1.51,20110831,60496.4,0.51,16.32,10.8,50.74,19.93,24279.0
300260,新莱应材,机械基件,江苏,41.85,1.36,2.02,196210.77,127962.32,46111.18,31060.48,1.54,0.165,3.55,2.59,20110906,20014.45,0.99,76.17,126.48,24.98,4.05,10297.0
300261,雅本化学,农药化肥,江苏,29.37,7.61,9.63,348719.16,167616.48,94755.02,68229.43,0.71,0.125,2.07,2.36,20110906,31628.53,0.33,52.39,137.83,26.72,9.13,9875.0
300262,巴安水务,环境保护,上海,11.58,4.17,6.7,489573.59,212036.92,16008.99,90687.9,1.35,0.18,3.38,1.24,20110916,62203.8,0.93,-21.06,0.66,33.61,19.16,29445.0
300263,隆华科技,专用机械,河南,31.16,5.65,9.15,391478.22,205780.3,37689.62,105529.63,1.15,0.1,2.79,1.47,20110916,60321.73,0.66,42.31,92.08,27.26,8.37,33317.0
300264,佳创视讯,通信设备,深圳,0.0,3.19,4.13,80321.86,58630.48,1390.78,9648.55,0.23,-0.003,1.31,3.22,20110916,734.1,0.02,38.24,94.78,30.33,-0.68,20942.0
300265,通光线缆,电气设备,江苏,44.78,3.37,3.38,222353.63,153444.38,32203.43,19513.48,0.58,0.07,2.92,2.14,20110916,41462.92,1.23,6.04,-43.83,18.43,2.89,18453.0
300266,兴源环境,环境保护,浙江,33.58,14.53,15.64,1104906.88,813307.31,34974.71,137986.92,0.88,0.1,2.47,1.5,20110927,87792.21,0.56,-17.89,-70.9,21.62,6.11,42046.0
300267,尔康制药,化学制药,湖南,18.49,11.85,20.63,590673.5,294776.19,174233.56,95633.38,0.46,0.107,2.7,1.47,20110927,242426.05,1.18,-38.22,-47.61,48.19,22.47,27008.0
300268,佳沃股份,农业综合,湖南,1105.93,0.98,1.34,119546.35,99153.24,8536.71,37698.46,2.81,0.006,1.6,5.66,20110927,-29822.6,-2.23,593.23,110.61,9.48,0.07,11253.0
300269,联建光电,半导体,深圳,10.8,3.52,6.01,777531.94,258321.27,69585.0,397743.88,6.62,0.263,8.43,0.67,20111012,60791.98,1.01,12.46,-14.67,29.58,8.26,22494.0
300270,中威电子,通信设备,浙江,38.55,1.51,3.03,160243.22,94221.36,25583.59,50649.94,1.67,0.13,3.63,1.67,20111012,25802.52,0.85,18.12,1.66,48.95,12.54,13917.0
300271,华宇软件,软件服务,北京,23.61,5.59,7.56,498032.16,245721.91,25526.45,191157.41,2.53,0.29,5.23,2.57,20111026,140780.31,1.86,17.52,37.5,43.92,21.59,24348.0
300272,开能健康,环境保护,上海,4.78,2.67,4.78,144773.69,45716.98,29926.86,25473.05,0.53,0.628,2.28,2.64,20111102,36855.46,0.77,35.85,672.32,34.89,71.32,21145.0
300273,和佳股份,医疗保健,广东,30.07,5.62,7.88,600893.25,281854.59,20064.52,95956.21,1.22,0.083,3.11,1.6,20111026,60678.48,0.77,25.9,20.69,54.67,12.63,39339.0
300274,阳光电源,电气设备,安徽,10.3,10.66,14.52,1671179.0,1300902.38,181926.05,318762.63,2.19,0.418,5.19,1.11,20111102,275806.91,1.9,-15.01,-19.16,30.0,10.76,59882.0
300275,梅安森,软件服务,重庆,48.63,1.18,1.64,99166.15,47753.34,11183.0,22425.01,1.37,0.07400000000000001,3.36,2.14,20111102,12646.57,0.77,-61.94,-66.29,47.04,14.36,13200.0
300276,三丰智能,专用机械,湖北,23.72,2.0,5.48,501023.31,238105.05,26073.98,248069.45,4.53,0.36,6.32,1.67,20111115,40604.75,0.74,477.04,2145.93,28.45,14.8,34540.0
300277,海联讯,软件服务,深圳,0.0,3.34,3.35,66223.32,61967.71,998.96,8288.05,0.25,-0.004,1.4,4.07,20111123,3281.4,0.1,-1.25,60.45,20.81,-1.25,16101.0
300278,华昌达,专用机械,湖北,594.9,2.68,5.98,483188.16,309161.44,50957.09,91438.68,1.53,0.008,2.76,2.37,20111216,39927.76,0.67,-14.79,-92.21,17.95,0.25,27314.0
300279,和晶科技,元器件,江苏,0.0,3.13,4.49,313324.66,139084.23,38601.85,100003.78,2.23,-0.08900000000000001,3.62,1.33,20111229,15921.32,0.35,-14.51,-145.82,21.15,-4.39,12195.0
300280,紫天科技,专用机械,江苏,63.61,1.28,1.46,216656.13,76212.47,16307.25,91197.17,6.24,0.383,8.18,3.97,20111229,12133.76,0.83,98.17,531.01,34.36,11.42,3319.0
300281,金明精机,专用机械,广东,29.65,2.62,4.19,147336.61,89494.81,27938.18,49546.62,1.18,0.076,2.92,1.55,20111229,27587.46,0.66,6.23,6.56,28.47,14.14,7856.0
300282,三盛教育,文教休闲,北京,20.26,2.23,2.5,263309.44,118870.95,8357.5,201266.34,8.07,0.242,9.71,1.01,20111229,15213.2,0.61,-62.7,16.43,34.69,19.14,7200.0
300283,温州宏丰,电气设备,浙江,48.33,2.13,4.14,141075.42,67905.95,31719.47,1705.43,0.04,0.041,1.4,2.86,20120110,12572.42,0.3,21.14,106.03,11.94,3.09,12467.0
300284,苏交科,建筑施工,江苏,18.92,5.21,8.1,1106909.88,713801.13,95914.71,117944.46,1.46,0.226,4.69,1.82,20120110,166126.17,2.05,22.06,20.66,27.75,6.14,25847.0
300285,国瓷材料,陶瓷,山东,19.72,4.07,6.42,438870.56,171219.94,83416.75,143153.63,2.23,0.63,4.78,3.39,20120113,92578.99,1.44,41.23,127.88,43.62,31.12,9836.0
300286,安科瑞,电器仪表,上海,16.46,1.75,2.17,93112.81,66694.67,17935.71,14617.75,0.67,0.227,3.32,2.25,20120113,32536.3,1.5,14.86,2.08,53.84,22.56,10486.0
300287,飞利信,软件服务,北京,18.05,11.19,14.35,867531.38,557314.94,15460.67,330325.81,2.3,0.17,4.16,0.98,20120201,121753.38,0.85,31.86,-25.28,28.62,12.38,64193.0
300288,朗玛信息,软件服务,贵州,40.33,2.03,3.38,172174.38,48869.21,16058.0,38467.53,1.14,0.23,3.82,3.24,20120216,52030.5,1.54,13.0,-9.91,51.26,22.23,41378.0
300289,利德曼,生物制药,北京,31.38,3.28,4.24,175094.86,90433.71,61203.7,25085.89,0.59,0.09,3.15,1.8,20120216,59698.51,1.41,33.96,-5.21,48.52,11.18,18563.0
300290,荣科科技,软件服务,辽宁,153.29,3.21,3.39,138234.47,77361.68,14376.36,26762.71,0.79,0.026,2.61,2.05,20120216,24540.01,0.72,46.0,-23.81,32.86,2.39,21718.0
300291,华录百纳,影视音像,北京,0.0,6.0,8.12,660050.19,422679.44,533.3,452084.06,5.56,-0.426,7.42,0.65,20120209,66324.78,0.82,-71.03,-394.94,-18.29,-81.3,26342.0
300292,吴通控股,软件服务,江苏,20.09,10.3,12.75,359439.72,132043.48,28054.4,88094.02,0.69,0.076,2.16,1.41,20120229,56274.42,0.44,25.29,9.86,22.22,6.73,56266.0
300293,蓝英装备,专用机械,辽宁,76.99,2.7,2.7,242835.45,149735.16,26610.05,20428.92,0.76,0.043,2.68,2.47,20120308,19694.82,0.73,37.06,6.65,28.05,1.49,21381.0
300294,博雅生物,生物制药,江西,29.85,3.26,4.33,519253.75,308641.78,49088.23,194690.63,4.49,0.68,8.22,3.2,20120308,108209.92,2.5,100.86,28.1,61.47,16.98,14641.0
300295,三六五网,互联网,江苏,21.02,1.78,1.93,165828.13,147263.42,943.25,28402.48,1.47,0.265,6.01,1.86,20120315,60824.18,3.15,1.03,6.48,94.61,22.53,31329.0
300296,利亚德,半导体,北京,17.32,16.44,25.43,1231662.13,761934.31,86097.15,188316.48,0.74,0.23,2.83,2.82,20120315,268926.13,1.06,43.71,57.92,36.08,16.22,34413.0
300297,蓝盾股份,软件服务,广东,19.24,7.56,11.75,849938.13,458662.09,75885.24,189637.61,1.61,0.13,3.49,1.44,20120315,103461.21,0.88,-8.64,8.86,63.74,17.85,53465.0
300298,三诺生物,医疗保健,湖南,16.66,3.71,5.65,303655.09,175065.88,36385.21,129751.82,2.3,0.297,4.34,2.28,20120319,50238.85,0.89,54.41,79.65,64.42,22.08,13172.0
300299,富春股份,通信设备,福建,54.17,5.92,7.28,215616.8,53210.26,2466.54,43203.4,0.59,0.048,1.68,2.07,20120319,5463.49,0.08,3.25,-55.57,58.58,9.36,35065.0
300300,汉鼎宇佑,软件服务,浙江,39.58,5.59,6.84,355418.16,151322.2,21571.82,109214.01,1.6,0.2,3.45,3.07,20120319,51181.85,0.75,19.39,211.46,22.23,35.22,19421.0
300301,长方集团,半导体,深圳,160.1,5.5,7.9,363783.47,146176.0,117062.46,107076.71,1.36,0.011,2.66,1.31,20120321,21528.98,0.27,-8.19,-30.3,27.3,1.09,18845.0
300302,同有科技,软件服务,北京,89.0,2.45,4.21,90221.28,46327.01,7636.6,9347.85,0.22,0.059,1.89,3.7,20120321,26910.44,0.64,45.17,39.9,31.41,7.95,26079.0
300303,聚飞光电,半导体,深圳,16.16,11.04,12.49,321735.31,205703.77,65461.82,1238.31,0.01,0.11,1.51,1.56,20120319,53013.73,0.42,22.67,11.82,21.39,7.94,50202.0
300304,云意电气,汽车配件,江苏,22.29,8.48,8.72,216901.95,143668.48,49021.78,39300.51,0.45,0.115,2.08,1.65,20120321,52190.01,0.6,2.31,-0.35,36.07,20.9,64836.0
300305,裕兴股份,塑料,江苏,24.33,2.3,2.89,163661.63,123447.51,32744.46,57786.73,2.0,0.19,5.1,1.21,20120329,46961.19,1.63,20.67,5.73,14.97,10.7,11881.0
300306,远方信息,电器仪表,浙江,0.0,1.47,2.87,212038.47,88306.27,26300.35,112787.42,3.92,-0.099,6.53,0.94,20120329,39310.3,1.37,-13.74,-141.67,62.96,-13.34,13000.0
300307,慈星股份,纺织机械,浙江,13.95,7.93,8.02,528120.75,316601.53,86079.43,192510.41,2.4,0.16699999999999998,5.03,0.93,20120329,106644.01,1.33,36.44,-22.75,32.0,13.34,43354.0
300308,中际旭创,电气设备,山东,30.38,2.18,4.76,812295.44,445812.44,131561.27,359917.88,7.57,0.67,9.18,4.41,20120410,55118.46,1.16,3902.91,7884.94,25.12,11.22,7345.0
300309,吉艾科技,多元金融,北京,17.66,7.47,8.71,692571.5,162434.44,11606.82,60760.07,0.7,0.35,2.28,3.62,20120410,45891.37,0.53,34.97,67.05,57.28,52.7,11443.0
300310,宜通世纪,通信设备,广东,0.0,6.28,8.94,382517.84,212462.77,25206.13,214463.8,2.4,-0.637,3.3,1.15,20120425,-1550.21,-0.02,9.88,-454.81,16.28,-30.91,45639.0
300311,任子行,软件服务,广东,26.17,4.41,6.8,247564.2,107802.45,17343.0,17172.96,0.25,0.162,1.96,2.9,20120425,49364.62,0.73,29.81,29.71,45.85,13.09,36083.0
300312,邦讯技术,通信设备,北京,2223.05,1.84,3.2,110882.2,90143.68,1232.7,33397.65,1.04,0.002,2.01,3.88,20120508,-3384.37,-0.11,-13.24,104.0,39.52,0.36,25258.0
