code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
000543,皖能电力,火力发电,安徽,25.63,17.9,17.9,2591484.0,319731.66,1498975.13,199882.17,1.12,0.079,5.34,0.75,19931220,319836.88,1.79,9.39,357.3,4.43,2.4,68317.0
000544,中原环保,环境保护,河南,12.97,5.22,9.75,779738.63,212046.84,288623.03,386734.5,3.97,0.278,5.85,0.82,19931208,58502.81,0.6,1.44,0.6,46.12,37.53,28826.0
000545,金浦钛业,化工原料,吉林,34.33,9.59,9.87,304080.59,123945.35,118239.05,-6411.75,-0.06,0.08199999999999999,2.06,1.83,19931215,104433.71,1.06,10.4,-38.27,18.69,5.63,78079.0
000546,金圆股份,水泥,吉林,12.71,6.61,7.15,828841.94,332882.06,324038.09,166851.36,2.33,0.517,5.23,1.67,19931215,125985.96,1.76,101.76,44.34,13.99,6.49,13478.0
000547,航天发展,通信设备,福建,32.42,9.71,14.3,790973.94,455163.41,60897.25,426306.19,2.98,0.166,3.93,1.82,19931130,116699.38,0.82,10.87,32.75,43.45,14.87,107481.0
000548,湖南投资,路桥,湖南,56.79,4.99,4.99,204767.13,95946.49,29129.21,47826.8,0.96,0.052000000000000005,3.3,1.2,19931220,55737.73,1.12,-79.05,-81.05,56.49,13.8,68173.0
000550,江铃汽车,汽车整车,江西,29.71,5.18,8.63,2147479.75,1321150.88,557513.06,83944.25,0.97,0.253,12.18,0.82,19931201,838736.63,9.72,-10.01,-66.0,14.21,1.08,32153.0
000551,创元科技,专用机械,江苏,18.97,4.0,4.0,416684.0,262291.84,81532.15,32729.7,0.82,0.2,4.06,1.25,19940106,59982.51,1.5,16.23,6.47,23.37,3.51,27433.0
000552,靖远煤电,煤炭开采,甘肃,8.91,15.57,22.87,972824.38,448356.06,302584.56,184307.38,0.81,0.149,3.1,0.86,19940106,221918.09,0.97,13.03,21.74,29.44,15.51,45424.0
000553,沙隆达Ａ,农药化肥,湖北,5.05,2.44,24.47,4157779.5,2354387.0,615014.0,1297290.63,5.3,0.966,8.81,1.11,19931203,550054.38,2.25,2.01,79.41,34.2,18.14,51830.0
000554,泰山石油,石油贸易,山东,1497.04,3.63,4.81,133349.11,34091.03,51364.8,18721.27,0.39,0.002,1.9,2.6,19931215,13311.13,0.28,14.67,-28.45,8.07,0.05,53465.0
000555,神州信息,软件服务,深圳,23.89,9.35,9.63,992443.63,670595.19,57521.25,227150.59,2.36,0.308,5.39,1.82,19940408,186903.63,1.94,13.1,128.59,18.52,4.8,69691.0
000557,西部创业,铁路,宁夏,50.69,5.85,14.58,489228.0,75199.34,341820.5,356535.66,2.44,0.035,2.79,1.26,19940617,-109345.52,-0.75,27.15,104.06,36.94,14.77,55556.0
000558,莱茵体育,文教休闲,浙江,138.26,12.88,12.89,250048.25,94431.15,29484.77,7003.99,0.05,0.015,1.04,2.69,19940509,-7918.37,-0.06,-46.64,48.52,28.67,3.0,93624.0
000559,万向钱潮,汽车配件,浙江,17.52,27.53,27.53,1199805.5,729265.88,293831.91,24001.09,0.09,0.211,1.84,2.67,19940110,165431.73,0.6,6.62,-6.8,18.65,6.76,121735.0
000560,我爱我家,房产服务,云南,19.0,11.3,23.56,1830265.63,864138.19,38598.8,555586.13,2.36,0.213,3.97,1.36,19940202,127706.17,0.54,797.1,986.29,29.72,5.97,27362.0
000561,烽火电子,通信设备,陕西,84.56,5.94,6.05,280042.72,218519.84,29545.72,20266.13,0.34,0.033,2.15,2.58,19940509,54914.76,0.91,6.33,20.47,44.72,4.24,53101.0
000563,陕国投Ａ,多元金融,陕西,27.19,36.67,39.64,987818.69,0.0,7271.28,274413.09,0.69,0.07,2.59,1.08,19940110,185985.81,0.47,-1.96,-23.71,0.0,40.09,95627.0
000564,供销大集,百货,陕西,18.2,18.89,60.08,5530555.0,3066826.5,458133.59,2442846.5,4.07,0.07,5.13,0.5,19940110,-23452.55,-0.04,-17.02,18.0,17.14,4.87,62038.0
000565,渝三峡Ａ,染料涂料,重庆,30.01,4.34,4.34,151452.44,71746.36,24696.49,6151.98,0.14,0.104,2.49,1.68,19940408,46135.51,1.06,-81.74,-31.43,19.55,7.65,41882.0
000566,海南海药,化学制药,海南,22.58,11.03,13.36,1018267.88,525622.88,136444.11,338172.28,2.53,0.171,3.55,1.45,19940525,68874.4,0.52,62.95,30.05,52.95,11.17,44739.0
000567,海德股份,多元金融,海南,48.66,1.5,4.42,576357.44,543597.75,668.64,355165.34,8.03,0.17,9.21,1.21,19940525,7662.16,0.17,98.3,34.93,0.0,30.39,27196.0
000568,泸州老窖,白酒,四川,13.26,14.6,14.65,2046904.63,1488519.88,104680.02,369756.41,2.52,1.3430000000000002,10.53,3.38,19940509,866323.19,5.91,25.49,34.08,74.91,30.64,70357.0
000570,苏常柴Ａ,机械基件,江苏,56.32,4.11,5.61,369450.41,227942.27,52589.53,16432.85,0.29,0.033,3.78,0.99,19940701,68092.82,1.21,-9.28,-53.03,12.84,1.57,50159.0
000571,新大洲Ａ,综合类,海南,32.67,8.06,8.14,567594.81,198336.02,161035.13,64802.82,0.8,0.041,2.73,0.97,19940525,68501.8,0.84,99.34,-31.86,25.55,3.58,93369.0
000572,海马汽车,汽车整车,海南,0.0,16.42,16.45,1254899.75,357651.91,242099.8,376545.72,2.29,-0.29,3.67,0.58,19940808,49481.71,0.3,-41.48,-660.27,4.57,-11.8,90562.0
000573,粤宏远Ａ,区域地产,广东,0.0,6.22,6.48,337304.94,239670.72,16070.92,61682.42,0.95,-0.048,2.57,1.16,19940815,25121.99,0.39,-59.06,-144.27,19.1,-23.65,54204.0
000576,广东甘化,造纸,广东,0.0,4.36,4.43,108362.47,59275.95,8440.55,84243.13,1.9,-0.087,2.21,2.69,19940907,-35773.87,-0.81,-43.18,-21.25,3.45,-14.89,35397.0
000581,威孚高科,汽车配件,江苏,5.6,8.36,10.09,2192079.0,1358802.75,262555.75,341601.69,3.39,1.5319999999999998,14.98,1.15,19980924,1014611.13,10.06,4.92,16.54,21.59,31.15,63000.0
000582,北部湾港,港口,广西,14.6,2.63,13.87,1588364.75,245680.55,1024802.19,270373.31,1.95,0.362,5.4,1.31,19951102,304234.47,2.19,17.01,2.02,38.17,16.67,34883.0
000584,哈工智能,化纤,江苏,31.0,6.11,6.13,406056.34,268998.53,40119.75,67523.8,1.1,0.106,2.68,2.46,19951128,27613.61,0.45,110.96,64.07,29.39,5.46,31656.0
000585,*ST东电,电气设备,海南,227.32,6.09,8.73,29460.44,17481.06,1316.82,88342.24,1.01,0.004,-0.22,-9.08,19951213,-203026.17,-2.32,-18.83,119.47,14.96,27.14,70381.0
000586,汇源通信,通信设备,四川,0.0,1.93,1.93,54282.26,45040.59,3642.11,6428.55,0.33,-0.024,1.2,6.03,19951220,-4153.27,-0.21,-17.81,-341.59,22.73,-2.8,8965.0
000587,金洲慈航,批发业,黑龙江,35.76,12.13,21.24,3601786.0,1814589.38,5413.23,474906.31,2.24,0.036000000000000004,4.47,0.58,19960425,258443.91,1.22,96.7,-79.2,4.54,0.92,45547.0
000589,黔轮胎Ａ,汽车配件,贵州,30.18,7.75,7.75,1021563.81,501842.19,360118.63,183544.38,2.37,0.08199999999999999,4.37,0.76,19960308,53607.18,0.69,2.66,578.26,13.18,1.23,60290.0
000590,启迪古汉,中成药,湖南,245.38,2.23,2.39,83668.36,47953.3,16010.55,43949.56,1.84,0.014,2.45,2.89,19960119,-13807.95,-0.58,-37.0,-75.27,48.78,3.43,12629.0
000591,太阳能,新型电力,重庆,9.1,20.37,30.07,3284056.25,792907.31,2160310.25,669333.13,2.23,0.239,4.19,0.69,19960208,282461.31,0.94,-20.11,4.58,51.64,23.95,57848.0
000592,平潭发展,林业,福建,201.21,19.14,19.32,512341.09,388771.88,20521.31,142591.97,0.74,0.006,1.65,1.36,19960327,-21408.27,-0.11,29.98,222.44,14.72,2.39,92142.0
000593,大通燃气,供气供热,四川,152.39,2.8,3.59,176257.95,41164.62,44252.82,65565.9,1.83,0.027000000000000003,3.13,2.61,19960312,8469.67,0.24,36.98,3.12,22.64,3.14,29631.0
000595,宝塔实业,机械基件,宁夏,202.28,7.54,7.64,183285.05,87312.47,47094.18,47904.48,0.63,0.006999999999999999,0.92,3.23,19960419,-50603.35,-0.66,25.7,-54.32,22.64,2.36,49531.0
000596,古井贡酒,白酒,安徽,16.89,3.84,5.04,1249872.0,864257.31,170862.77,129540.56,2.57,2.4930000000000003,14.22,3.95,19960927,510177.5,10.13,26.54,57.46,77.93,18.57,21908.0
000597,东北制药,化学制药,辽宁,27.33,4.73,5.7,1152598.25,639061.94,303572.38,251111.55,4.41,0.23,5.93,1.88,19960523,19623.35,0.34,35.54,193.21,40.91,3.1,30449.0
000598,兴蓉环境,水务,四川,11.47,29.86,29.86,1903080.25,353113.69,788150.5,177996.69,0.6,0.17800000000000002,3.34,1.22,19960529,492015.69,1.65,10.54,17.12,44.69,27.62,155651.0
000599,青岛双星,汽车配件,山东,28.86,6.28,8.36,930115.63,469748.84,262561.22,200560.38,2.4,0.067,4.43,0.88,19960430,86623.71,1.04,-4.6,-1.99,15.9,2.84,62961.0
000600,建投能源,火力发电,河北,19.93,10.9,17.92,3134781.0,565984.19,1790839.63,440347.16,2.46,0.105,5.98,0.7,19960606,383257.78,2.14,41.48,-19.61,15.36,2.75,85963.0
000601,韶能股份,水力发电,广东,9.35,10.8,10.81,974392.69,167471.56,709594.13,158402.06,1.47,0.189,4.09,0.86,19960830,110246.07,1.02,-7.68,-36.69,23.61,12.27,62676.0
000603,盛达矿业,铅锌,北京,15.51,3.93,6.9,342768.19,119658.8,33118.23,136524.98,1.98,0.3670000000000001,3.9,1.94,19960823,119595.97,1.73,95.13,45.03,30.52,17.04,35529.0
000605,渤海股份,水务,北京,58.75,2.73,3.53,594789.56,216707.34,106545.9,131192.72,3.72,0.06,5.84,1.21,19960913,44561.93,1.26,7.09,-28.03,30.39,2.95,27231.0
000606,顺利办,互联网,青海,39.47,5.46,7.66,360827.63,56586.9,4200.6,211407.91,2.76,0.078,3.69,1.68,19961004,-8354.66,-0.11,46.27,255.92,29.2,18.19,28570.0
000607,华媒控股,广告包装,浙江,51.56,8.85,10.18,312070.63,146378.72,21984.6,-23480.28,-0.23,0.034,1.79,1.94,19960830,96252.86,0.95,-1.93,9.72,25.77,4.54,41055.0
000608,阳光股份,区域地产,广西,26.66,7.5,7.5,687136.88,165083.09,1085.1,51115.2,0.68,0.078,4.03,1.04,19960919,147138.0,1.96,-57.42,174.56,82.67,37.43,25903.0
000609,中迪投资,区域地产,北京,0.0,2.92,2.99,262827.06,240079.3,950.28,4884.4,0.16,-0.021,5.25,0.81,19961010,108223.8,3.62,-91.88,-105.16,21.97,-32.38,23481.0
000610,西安旅游,旅游服务,陕西,0.0,2.35,2.37,128896.35,72936.18,21835.07,39470.71,1.67,-0.045,3.23,1.68,19960926,9371.92,0.4,15.95,10.56,5.84,-1.69,34621.0
000611,天首发展,纺织,内蒙,0.0,3.19,3.22,178469.45,1052.87,3428.6,48328.06,1.5,-0.15,1.46,3.65,19961008,-33537.5,-1.04,-51.47,-395.89,-17.4,-268.27,19928.0
000612,焦作万方,铝,河南,0.0,11.89,11.92,773153.63,152362.38,266072.75,160706.13,1.35,-0.12,3.78,1.02,19960926,128112.4,1.07,-6.52,-152.59,-3.4,-4.06,55067.0
000613,大东海A,旅游服务,海南,3460.48,2.66,3.64,8795.67,1607.53,3729.2,5414.27,0.15,0.002,0.21,35.32,19970128,-34051.23,-0.94,8.05,146.81,60.44,2.71,44774.0
000615,京汉股份,全国地产,湖北,541.19,6.46,7.83,1127396.5,1016296.81,52472.11,1916.28,0.02,0.006999999999999999,2.27,2.37,19961016,86372.11,1.1,86.11,106.36,22.73,0.36,60848.0
000616,海航投资,全国地产,辽宁,0.0,14.3,14.3,1016287.88,726969.19,539.83,20155.86,0.14,-0.061,2.7,1.03,19961108,193281.36,1.35,137.5,-324.92,13.93,-96.86,99763.0
000617,中油资本,多元金融,山东,12.16,2.88,90.3,90246368.0,59709440.0,940884.13,3872525.5,4.29,0.638,8.36,1.24,19961022,1686014.38,1.87,68.87,15.33,24.81,1332.62,16904.0
000619,海螺型材,其他建材,安徽,330.9,3.6,3.6,375445.06,213499.7,130943.9,44097.85,1.22,0.013,6.8,0.82,19961023,137641.91,3.82,-2.37,-8.1,11.72,0.2,28610.0
000620,新华联,全国地产,北京,28.34,18.97,18.97,5195328.5,3535609.5,399431.84,205067.75,1.08,0.069,3.48,1.13,19961029,374470.44,1.97,33.61,-28.9,30.44,4.42,40597.0
000622,恒立实业,汽车配件,湖南,0.0,4.25,4.25,40256.48,38408.53,1795.2,19628.25,0.46,-0.009000000000000001,0.43,10.58,19961107,-43908.6,-1.03,72.55,51.42,16.34,-10.55,18138.0
000623,吉林敖东,中成药,吉林,14.45,11.19,11.63,2491951.5,596090.56,207696.95,406330.53,3.49,0.77,17.75,0.84,19961028,1361173.5,11.71,20.6,-34.59,72.24,37.38,92867.0
000625,长安汽车,汽车整车,重庆,9.2,37.61,48.03,10041097.0,5446108.5,1845658.38,509940.59,1.06,0.335,9.85,0.63,19970610,3463588.75,7.21,6.22,-65.16,14.11,4.52,168000.0
000626,远大控股,商贸代理,江苏,0.0,4.05,5.99,806020.94,768141.63,4804.66,124008.97,2.07,-0.062,4.2,1.44,19961128,67826.9,1.13,-36.1,-115.05,0.9,-0.12,31173.0
000627,天茂集团,保险,湖北,16.93,13.54,49.41,16539725.0,3555245.5,56612.35,1111417.38,2.25,0.172,3.83,1.52,19961112,394048.25,0.8,14.13,35.42,29.49,264.69,91000.0
000628,高新发展,园区开发,四川,102.74,1.88,3.11,310946.34,269875.75,13270.5,72872.06,2.34,0.044,2.47,3.65,19961118,-28207.51,-0.91,23.87,-20.56,18.15,3.36,28287.0
000629,攀钢钒钛,小金属,四川,11.3,47.67,85.9,1108558.38,494816.06,432968.0,554017.0,0.64,0.238,0.74,4.85,19961115,-922212.19,-1.07,64.67,205.5,26.58,19.2,301000.0
000630,铜陵有色,铜,安徽,25.93,95.61,105.27,4963457.0,2599768.25,1459896.88,246463.09,0.23,0.039,1.66,1.22,19961120,340126.75,0.32,6.27,74.41,5.37,1.01,430318.0
000631,顺发恒业,区域地产,吉林,5.95,24.33,24.33,1338107.88,1152918.13,6074.8,139033.52,0.57,0.354,2.55,1.1,19961122,198453.45,0.82,-67.15,36.07,49.82,45.66,36027.0
000632,三木集团,综合类,福建,59.98,4.65,4.66,738392.5,477135.09,43885.43,0.0,0.0,0.03,2.76,1.29,19961121,17404.72,0.37,64.58,176.47,8.6,0.4,30076.0
000633,合金投资,综合类,新疆,0.0,3.85,3.85,101979.3,12481.6,9856.49,4787.01,0.12,-0.024,0.39,9.81,19961112,-34890.3,-0.91,39.5,50.85,23.17,-14.03,21485.0
000635,英 力 特,化工原料,宁夏,21.66,3.03,3.03,351741.56,159846.59,175973.3,187856.88,6.2,0.292,8.93,0.94,19961120,41933.94,1.38,-5.45,-15.45,17.9,6.04,32920.0
000636,风华高科,元器件,广东,14.34,8.75,8.95,648382.56,286566.41,202952.84,240524.05,2.69,0.462,5.37,2.47,19961129,109110.6,1.22,41.38,270.4,35.58,19.88,87400.0
000637,茂化实华,石油加工,广东,39.36,3.66,5.2,137507.56,88295.92,35350.31,697.15,0.01,0.045,1.78,1.97,19961114,19268.92,0.37,-10.08,-55.65,5.04,1.17,39032.0
000638,万方发展,批发业,辽宁,0.0,3.09,3.09,85023.52,49668.68,553.56,12007.28,0.39,-0.053,0.8,5.4,19961126,-18729.42,-0.61,-46.09,-415.98,42.0,-35.79,45840.0
000639,西王食品,食品,山东,12.91,5.27,7.71,922294.13,294004.63,69872.09,209225.95,2.71,0.428,5.56,1.32,19961126,127094.57,1.65,-0.73,40.0,37.36,7.76,20445.0
000650,仁和药业,中成药,江西,17.81,12.38,12.38,448810.44,273307.88,63880.63,29476.35,0.24,0.197,2.53,2.78,19961210,137605.23,1.11,26.68,51.27,42.65,10.79,88599.0
000651,格力电器,家用电器,广东,8.54,59.7,60.16,21906676.0,17153112.0,1715247.63,10388.05,0.02,2.129,13.02,2.79,19961118,6854627.0,11.39,31.5,35.48,30.03,14.08,459959.0
000652,泰达股份,批发业,天津,40.69,14.74,14.76,3398741.5,2572765.75,44871.25,68522.28,0.46,0.049,2.57,1.04,19961128,123468.47,0.84,-11.04,9.4,4.27,0.68,98822.0
000655,*ST金岭,普钢,山东,18.87,5.95,5.95,270921.94,106515.65,29374.71,48799.8,0.82,0.124,3.98,0.78,19961128,97872.18,1.64,-12.15,-23.13,24.99,9.47,40919.0
000656,金科股份,区域地产,重庆,10.75,52.22,53.4,20786418.0,19171466.0,232832.3,411572.47,0.77,0.4,3.69,1.59,19961128,851782.13,1.6,48.79,131.26,25.95,8.15,156892.0
000657,中钨高新,小金属,海南,31.14,4.54,8.8,757230.69,452558.19,211760.77,274118.03,3.11,0.084,3.6,1.45,19961205,-16692.86,-0.19,24.36,25.53,19.77,1.93,36772.0
000659,珠海中富,广告包装,广东,255.96,12.86,12.86,267795.41,82566.25,136488.42,27854.08,0.22,0.006,0.52,6.0,19961203,-133315.19,-1.04,5.13,-24.68,22.07,0.9,62060.0
000661,长春高新,生物制药,吉林,24.64,1.7,1.7,867954.69,606036.13,110108.27,196590.0,11.56,4.93,30.14,5.37,19961218,264752.34,15.56,56.36,72.2,85.31,20.26,18154.0
000662,天夏智慧,软件服务,广西,32.44,3.74,10.93,693308.56,254444.02,210.61,359833.25,3.29,0.15,5.15,1.44,19961216,87629.35,0.8,3.02,-29.01,47.8,30.83,23960.0
000663,永安林业,林业,福建,0.0,2.23,3.41,408170.56,187867.86,84180.77,160949.59,4.72,-0.094,6.29,0.94,19961206,16945.0,0.5,-17.87,-595.56,20.26,-7.32,24375.0
000665,湖北广电,影视音像,湖北,15.22,6.36,6.36,1100541.75,234313.27,520385.41,346789.16,5.45,0.324,9.45,0.7,19961210,181459.02,2.85,8.8,-15.98,40.69,10.79,23208.0
000666,经纬纺机,纺织机械,北京,18.9,4.74,7.04,3913206.0,1455232.25,140076.56,190433.94,2.7,0.7170000000000001,11.43,1.58,19961210,381558.31,5.42,17.83,-39.44,50.0,9.74,36648.0
000667,美好置业,全国地产,云南,12.63,25.4,25.6,2217564.5,1945237.38,30810.49,152980.36,0.6,0.08800000000000001,2.83,0.79,19961205,288447.03,1.13,-76.96,-23.8,16.66,52.6,199300.0
000668,荣丰控股,区域地产,上海,217.46,1.47,1.47,291810.38,228877.2,405.92,8046.56,0.55,0.032,7.01,1.31,19961210,27749.26,1.89,2276.42,122.05,49.57,3.26,7608.0
000669,金鸿控股,供气供热,吉林,13.44,6.7,6.8,1284163.88,163097.94,652111.94,159855.63,2.35,0.267,6.33,1.14,19961210,191766.86,2.82,25.12,5.39,21.51,8.89,25451.0
000670,盈方微,元器件,湖北,0.0,6.0,8.17,40801.15,11956.87,12747.9,29485.81,0.36,-0.057,0.4,7.64,19961217,-27422.4,-0.34,-52.3,-1041.7,9.22,-61.79,106232.0
000671,阳 光 城,区域地产,福建,10.3,32.41,40.5,26413420.0,24219396.0,323586.66,354602.75,0.88,0.39,4.07,1.32,19961218,790031.06,1.95,67.13,155.55,26.48,6.1,55672.0
000672,上峰水泥,水泥,甘肃,5.88,8.14,8.14,683229.25,337023.22,225067.47,-96400.71,-1.18,1.129,3.78,2.34,19961218,293926.0,3.61,23.33,101.61,44.09,25.33,68525.0
000673,当代东方,影视音像,山西,17.75,7.87,7.92,407797.69,275929.31,4694.4,145659.56,1.84,0.14400000000000002,2.87,1.78,19970124,140.78,0.0,25.44,360.04,37.23,22.47,29218.0
000676,智度股份,互联网,河南,12.54,3.17,9.66,781269.25,465952.0,1048.71,350194.59,3.63,0.601,5.93,1.69,19961224,112385.26,1.16,27.62,75.86,17.17,10.28,36167.0
000677,恒天海龙,化纤,山东,497.61,8.64,8.64,86550.36,29653.74,35525.76,69768.81,0.81,0.004,0.32,8.14,19961226,-149840.38,-1.73,23.84,-0.99,11.53,0.66,52521.0
000678,襄阳轴承,机械基件,湖北,0.0,4.29,4.6,278858.75,110278.76,118066.92,77028.1,1.68,-0.041,2.67,1.77,19970106,-8022.57,-0.17,-0.95,-367.31,9.32,-1.61,36619.0
000679,大连友谊,百货,辽宁,0.0,3.56,3.56,589726.5,473167.81,26357.19,6882.72,0.19,-0.209,3.58,0.96,19970124,65301.0,1.83,-52.43,-846.02,17.59,-14.09,26452.0
000680,山推股份,工程机械,山东,26.33,10.57,12.41,1011979.38,658042.88,164999.77,120013.1,0.97,0.06,2.72,1.17,19970122,56926.26,0.46,32.19,33.68,15.03,1.63,118359.0
000681,视觉中国,互联网,江苏,55.85,3.1,7.01,424380.69,76077.32,530.71,160035.42,2.28,0.195,3.83,5.7,19970121,100889.71,1.44,25.84,43.26,60.47,28.41,26018.0
000682,东方电子,电气设备,山东,45.21,9.78,13.41,481273.09,387831.19,59087.13,120413.92,0.9,0.04,2.16,1.42,19970121,33883.5,0.25,18.43,73.76,32.08,3.75,116949.0
000683,远兴能源,化工原料,内蒙,7.97,28.33,39.77,2253393.5,642407.88,861136.13,176608.84,0.44,0.231,2.37,1.03,19970131,375694.72,0.94,-17.51,82.38,40.48,13.74,144117.0
000685,中山公用,水务,广东,12.68,12.53,14.75,1717100.75,236548.09,163118.0,196619.09,1.33,0.393,8.36,0.79,19970123,724871.5,4.91,11.62,-29.71,31.48,42.48,47659.0
000686,东北证券,证券,吉林,29.23,23.4,23.4,6308311.0,0.0,67765.11,574978.75,2.46,0.106,6.51,0.95,19970227,507178.41,2.17,-2.73,-20.06,0.0,12.09,114040.0
000687,华讯方舟,通信设备,河北,45.12,7.53,7.66,521431.34,345675.53,23787.75,89492.86,1.17,0.066,2.0,2.99,19970221,-7736.47,-0.1,83.37,-20.85,24.84,4.31,64319.0
000688,国城矿业,铅锌,重庆,32.57,11.37,11.37,253305.05,112568.36,73433.11,18883.17,0.17,0.27,2.07,5.66,19970120,80877.59,0.71,-3.4,-13.5,57.09,34.31,22212.0
000690,宝新能源,火力发电,广东,13.7,20.39,21.76,2024061.25,589052.31,360477.78,294588.66,1.35,0.224,4.07,1.51,19970128,293573.78,1.35,47.61,82.54,35.99,24.9,86069.0
000691,亚太实业,区域地产,甘肃,0.0,2.9,3.23,22620.09,18461.56,295.16,15260.5,0.47,-0.006999999999999999,0.22,17.82,19970228,-41887.62,-1.3,-2.95,44.92,16.59,-15.55,16000.0
000692,惠天热电,供气供热,辽宁,0.0,5.33,5.33,532370.19,180515.88,259876.22,37922.65,0.71,-0.565,1.92,1.33,19970227,-4001.73,-0.08,4.78,-161.5,-20.09,-29.05,39059.0
000693,*ST华泽,小金属,四川,0.0,2.58,5.43,169742.92,114841.77,37913.78,-3052.87,-0.06,-0.19,-2.85,0.0,19970226,-221082.38,-4.07,-99.85,-37.73,96.25,-19340.59,67700.0
000695,滨海能源,供气供热,天津,0.0,2.22,2.22,172979.2,84715.88,80802.05,7612.75,0.34,-0.063,1.46,5.7,19970218,433.57,0.02,66.42,8.1,7.65,-2.2,14960.0
000697,炼石有色,航空,陕西,0.0,4.54,5.6,536652.88,113064.1,123226.51,56684.8,1.01,-0.381,2.28,5.47,19970325,10547.92,0.19,158.58,-11.07,20.19,-19.61,32312.0
000698,沈阳化工,化工原料,辽宁,22.87,4.32,8.2,952384.63,356481.41,460668.5,133632.0,1.63,0.124,5.5,0.69,19970220,202858.2,2.48,-22.92,-42.47,7.9,1.42,56433.0
000700,模塑科技,汽车配件,江苏,92.04,6.97,8.27,732301.06,263228.34,214463.77,0.08,0.0,0.016,3.09,0.95,19970228,103386.32,1.25,5.96,-88.97,20.47,0.59,40672.0
000701,厦门信达,综合类,福建,27.65,3.78,4.07,2366910.0,1979502.38,161835.95,199309.84,4.9,-0.06,7.8,0.72,19970226,56887.38,1.4,17.27,-35.53,2.34,0.14,44547.0
000702,正虹科技,饲料,湖南,19.69,2.67,2.67,75236.57,36435.85,23343.26,18255.32,0.68,0.185,1.93,2.51,19970318,2031.15,0.08,7.81,185.49,7.59,4.71,28378.0
000703,恒逸石化,化纤,广西,10.02,20.79,23.08,5475417.0,2143210.0,866290.63,395813.84,1.72,0.97,6.22,2.05,19970328,770973.81,3.34,29.18,63.2,5.06,3.62,18916.0
000705,浙江震元,医药商业,浙江,23.27,2.82,3.34,212438.66,118480.17,52520.63,53671.93,1.61,0.128,4.29,1.39,19970410,42817.46,1.28,9.08,0.24,19.69,3.13,31966.0
000707,*ST双环,化工原料,湖北,1.77,4.64,4.64,822600.19,374215.47,340921.56,73362.18,1.58,0.7120000000000001,0.83,3.03,19970415,-102370.92,-2.21,-13.01,725.16,6.02,18.17,40976.0
000708,大冶特钢,特种钢,湖北,8.06,4.49,4.49,732023.13,469990.69,228432.3,48565.34,1.08,0.847,9.51,0.96,19970326,311279.88,6.93,27.36,36.62,12.63,4.04,23507.0
000709,河钢股份,普钢,河北,7.47,106.17,106.19,20628108.0,6746238.5,10961695.0,2320581.5,2.19,0.317,4.54,0.7,19970416,1198563.13,1.13,4.26,53.58,13.89,3.72,400288.0
000710,贝瑞基因,医疗保健,四川,38.32,0.62,3.55,200070.42,128201.67,50852.17,89799.63,2.53,0.411,4.8,6.57,19970422,42120.25,1.19,23.09,50.26,56.66,22.63,15679.0
000711,京蓝科技,软件服务,黑龙江,23.76,4.06,8.77,1014218.13,610740.69,31634.19,298337.5,3.4,0.123,4.96,1.18,19970411,46045.42,0.53,135.35,7.44,31.37,9.62,18201.0
000712,锦龙股份,证券,广东,0.0,8.95,8.96,3363523.5,0.0,12052.92,70811.96,0.79,-0.054000000000000006,4.0,2.38,19970415,175891.41,1.96,3620.11,-149.88,0.0,-10.06,55904.0
000713,丰乐种业,种植业,安徽,331.12,2.99,2.99,210807.55,113374.42,45067.69,50490.98,1.69,0.006999999999999999,4.47,1.01,19970422,42734.44,1.43,20.62,108.57,16.42,0.25,38397.0
000715,中兴商业,百货,辽宁,18.83,2.79,2.79,222973.05,106616.32,75088.2,31671.8,1.14,0.221,4.7,1.18,19970508,57952.86,2.08,4.85,18.06,19.12,3.24,14683.0
000716,黑芝麻,食品,广西,29.75,5.81,7.06,517969.0,231844.55,102160.18,154545.41,2.19,0.07,3.72,0.74,19970418,34373.56,0.49,52.61,-45.7,25.78,2.16,41303.0
